"account_id";"company_name";"primary_industry";"Scope";"% emissions in Scope";"BY_covered";"BY_Scope_exclS3";"BY_Scope";"MRY_Scope";"MRY_Scope_exclS3";"MRY_Covered";"% reduction from base year";"Target year";"Target status";"Target coverage";"MRY_inventory";"MRY_target";"TargetActive";"Quantifiable";"Scope1_2";"Full_coverage";"Include"
57065;"Infinera Corporation";"Manufacturing";"Scope 1+2 (location-based) +3 (upstream)";100;46510;22639.5;33622.08;33622.08;22639.5;46510;50;2030;"New";"Company-wide";22639.5;46510;TRUE;TRUE;TRUE;TRUE;TRUE
57172;"SONATA SOFTWARE NORTH AMERICA INC";"Services";"Scope 1+2 (location-based)";100;6577;NA;6577;2542.266;NA;2542;30;2021;"Achieved";"Company-wide";2542.266;2542;TRUE;TRUE;TRUE;TRUE;TRUE
57208;"WIMMER SOLUTIONS CORPORATION";"Services";"Scope 1+2 (location-based)";100;18;NA;18;16;NA;15;20;2025;"Revised";"Company-wide";16;15;TRUE;TRUE;TRUE;TRUE;TRUE
57208;"WIMMER SOLUTIONS CORPORATION";"Services";"Scope 1+2 (location-based)";100;18;NA;18;16;NA;15;40;2035;"New";"Company-wide";16;15;TRUE;TRUE;TRUE;TRUE;TRUE
57208;"WIMMER SOLUTIONS CORPORATION";"Services";"Scope 1+2 (location-based)";100;18;NA;18;16;NA;15;60;2050;"New";"Company-wide";16;15;TRUE;TRUE;TRUE;TRUE;TRUE
57208;"WIMMER SOLUTIONS CORPORATION";"Services";"Scope 1+2 (location-based)";100;18;NA;18;16;NA;15;100;2060;"New";"Company-wide";16;15;TRUE;TRUE;TRUE;TRUE;TRUE
57266;"Artec Co., Ltd";"Manufacturing";"Scope 2 (market-based)";2;8.97;NA;8.97;8.52;NA;8.52;3;2020;"Achieved";"Business activity";0.1704;8.52;FALSE;TRUE;TRUE;FALSE;FALSE
57276;"DAIKEN Corporation";"Manufacturing";"Scope 1+2 (market-based)";52;127145;NA;NA;82477;NA;82477;26;2021;"Achieved";"Country/region";42888.04;82477;TRUE;TRUE;TRUE;FALSE;FALSE
57343;"DKS Co Ltd";"Materials";"Scope 1+2 (location-based)";100;53406;NA;52660;48610;NA;48610;4.9;2024;"New";"Company-wide";48610;48610;TRUE;TRUE;TRUE;TRUE;TRUE
57351;"Arcos Dorados";"Hospitality";"Scope 1+2 (location-based)";100;108975.8;NA;108975.8;72277.937;NA;72277.94;36;2030;"Underway";"Company-wide";72277.937;72277.94;TRUE;TRUE;TRUE;TRUE;TRUE
57384;"VIGOR";"Food, beverage & agriculture";"Scope 1+2 (location-based)";100;29000;NA;18383.41;32156.03;NA;28125.51;0;2020;"Achieved";"Site/facility";32156.03;28125.51;FALSE;TRUE;TRUE;TRUE;FALSE
57396;"Los Angeles Department of Water and Power";"Power generation";"Scope 1+2 (market-based)";100;17900000;NA;NA;6575177;NA;6617108;40;2030;"Achieved";"Company-wide";6575177;6617108;TRUE;TRUE;TRUE;TRUE;TRUE
57396;"Los Angeles Department of Water and Power";"Power generation";"Scope 1+2 (location-based) +3 (upstream)";100;17900000;17925410;NA;10908498;6523783;6617108;60;2035;"Achieved";"Company-wide";6523783;6617108;TRUE;TRUE;TRUE;TRUE;TRUE
57396;"Los Angeles Department of Water and Power";"Power generation";"Scope 1+2 (location-based) +3 (upstream)";100;17900000;17925410;NA;10908498;6523783;6617108;80;2050;"Underway";"Company-wide";6523783;6617108;TRUE;TRUE;TRUE;TRUE;TRUE
57396;"Los Angeles Department of Water and Power";"Power generation";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;20484623;NA;NA;10991822;6523783;10954879;63;2030;"Underway";"Company-wide";6523783;10954879;TRUE;TRUE;TRUE;TRUE;TRUE
57411;"Hannon Armstrong Sustainable Infrastructure Capital, Inc";"Services";"Scope 1+2 (market-based)";100;0.01;NA;NA;0;NA;0;100;2018;"Achieved";"Company-wide";0;0;FALSE;TRUE;TRUE;TRUE;FALSE
57411;"Hannon Armstrong Sustainable Infrastructure Capital, Inc";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;75;75;385407;175.3;66;66;26;2030;"Underway";"Company-wide";66;66;TRUE;TRUE;TRUE;TRUE;TRUE
57411;"Hannon Armstrong Sustainable Infrastructure Capital, Inc";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;75;75;385407;175.3;66;66;80;2050;"Underway";"Company-wide";66;66;TRUE;TRUE;TRUE;TRUE;TRUE
57414;"Ningbo SANHUAN";"Manufacturing";"Scope 1+2 (location-based)";100;2848;NA;2876;2582;NA;2582;5;2020;"New";"Company-wide";2582;2582;FALSE;TRUE;TRUE;TRUE;FALSE
57455;"NIHON KAJITSU KOGYO CO., LTD";"Food, beverage & agriculture";"Scope 1+2 (market-based)";1;49693;NA;NA;32842;NA;28084;15.71;2020;"Achieved";"Business activity";328.42;28084;FALSE;TRUE;TRUE;FALSE;FALSE
57462;"Nippon Closures";"Manufacturing";"Scope 1+2 (location-based)";17;82911;NA;NA;96498;NA;69235;46;2030;"Achieved";"Company-wide";16404.66;69235;TRUE;TRUE;TRUE;FALSE;FALSE
57471;"Oshita Shigyoco., Ltd.";"Manufacturing";"Scope 1+2 (location-based)";100;51.51;NA;38.73;42.398;NA;42.4;2;2020;"Achieved";"Business division";42.398;42.4;FALSE;TRUE;TRUE;TRUE;FALSE
57487;"TANAX, INC.";"Manufacturing";"Scope 1+2 (market-based)";100;4098;NA;4098;3386;NA;3386;26;2030;"Underway";"Company-wide";3386;3386;TRUE;TRUE;TRUE;TRUE;TRUE
57503;"Yamacs Corporation";"Manufacturing";"Scope 1";90;501;NA;501;418.5;NA;418.5;10;2020;"Achieved";"Company-wide";376.65;418.5;FALSE;TRUE;TRUE;TRUE;FALSE
57503;"Yamacs Corporation";"Manufacturing";"Scope 2 (market-based)";90;1911;NA;1883;1489;NA;1489;10;2020;"Revised";"Company-wide";1340.1;1489;FALSE;TRUE;TRUE;TRUE;FALSE
57504;"Yamashita Printing Carton Box Corporation";"Manufacturing";"Scope 1+2 (location-based)";20;3396;NA;NA;2537;NA;2429;20;2020;"Achieved";"Company-wide";507.4;2429;FALSE;TRUE;TRUE;FALSE;FALSE
57504;"Yamashita Printing Carton Box Corporation";"Manufacturing";"Scope 1+2 (location-based)";25;3396;NA;NA;2537;NA;2429;25;2030;"Achieved";"Company-wide";634.25;2429;TRUE;TRUE;TRUE;FALSE;FALSE
57527;"Axionlog Cold Solutions SAS";"Retail";"Scope 1";100;45338;NA;45338;35128;NA;35128;5;2020;"Achieved";"Business activity";35128;35128;FALSE;TRUE;TRUE;TRUE;FALSE
57626;"Australia Post";"Transportation services";"Scope 1+2 (location-based)";100;348436;NA;348436;261222;NA;261222;25;2020;"Achieved";"Company-wide";261222;261222;FALSE;TRUE;TRUE;TRUE;FALSE
57626;"Australia Post";"Transportation services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;887551;272455;913499;876895.476;261222;844904;15;2025;"Underway";"Company-wide";261222;844904;TRUE;TRUE;TRUE;TRUE;TRUE
57666;"AENA SME SA";"Services";"Scope 1+2 (market-based)";100;136631;NA;143210;47669.431;NA;43311.8;93;2030;"Revised";"Company-wide";47669.431;43311.8;TRUE;TRUE;TRUE;TRUE;TRUE
57666;"AENA SME SA";"Services";"Scope 1+2 (market-based)";100;136631;NA;143210;47669.431;NA;43311.8;100;2040;"Revised";"Company-wide";47669.431;43311.8;TRUE;TRUE;TRUE;TRUE;TRUE
57683;"Ingersoll Rand Inc.";"Manufacturing";"Scope 1+2 (market-based)";100;116997;NA;116997;116997;NA;116997;60;2030;"New";"Company-wide";116997;116997;TRUE;TRUE;TRUE;TRUE;TRUE
57761;"Etsy, Inc.";"Services";"Scope 1+2 (market-based)";100;1023;NA;1023;297.234;NA;298;50;2030;"New";"Company-wide";297.234;298;TRUE;TRUE;TRUE;TRUE;TRUE
57878;"Koei Chemical Industry, Co., Ltd.";"Materials";"Scope 1+2 (location-based)";10;938;NA;1091;939;NA;940;10;2020;"Underway";"Company-wide";93.9;940;FALSE;TRUE;TRUE;FALSE;FALSE
57929;"Noritz Corporation";"Manufacturing";"Scope 1+2 (market-based)";100;26206;NA;22426;31359;NA;18780;30;2030;"New";"Other, please specify: 国内事業所・工場（グループ会社含む）";31359;18780;TRUE;TRUE;TRUE;TRUE;TRUE
57973;"Farmer Brothers";"Food, beverage & agriculture";"Scope 1+2 (market-based)";100;30831;NA;30831;24478;NA;24478;30;2025;"Underway";"Company-wide";24478;24478;TRUE;TRUE;TRUE;TRUE;TRUE
57975;"Sun Messe Co., Ltd.";"Services";"Scope 1+2 (location-based)";12.5;10278.1;NA;NA;7557.6;NA;NA;8.8;2030;NA;"Business division";944.7;0;FALSE;TRUE;TRUE;FALSE;FALSE
58174;"Edgewell Personal Care";"Manufacturing";"Scope 1+2 (location-based)";100;91209;NA;91379;79522;NA;79522;10;2030;"Underway";"Company-wide";79522;79522;TRUE;TRUE;TRUE;TRUE;TRUE
58251;"Fredman Group Oy";"Manufacturing";"Scope 1+2 (location-based)";95;198;NA;546;186;NA;186;10;2025;"Underway";"Site/facility";176.7;186;TRUE;TRUE;TRUE;TRUE;TRUE
58284;"Colombina S.A.";"Food, beverage & agriculture";"Scope 1+2 (location-based)";98;67172;NA;67172.06;52909;NA;52908.84;13;2030;"Underway";"Company-wide";51850.82;52908.84;TRUE;TRUE;TRUE;TRUE;TRUE
58300;"Citizens Financial Group Inc";"Services";"Scope 1+2 (market-based)";92.27;56204;NA;60914.507;42650;NA;34166;25;2025;"Underway";"Other, please specify: Other - target was set based on which sites were directly billed by the utility or supplier";39353.155;34166;TRUE;TRUE;TRUE;TRUE;TRUE
58301;"Acuity Brands Inc";"Manufacturing";"Scope 1+2 (market-based)";100;95185;NA;95185;89773;NA;89773;15;2020;"Expired";"Company-wide";89773;89773;FALSE;TRUE;TRUE;TRUE;FALSE
58301;"Acuity Brands Inc";"Manufacturing";"Scope 1+2 (market-based)";100;95185;NA;95185;89773;NA;89773;25;2022;"Underway";"Company-wide";89773;89773;TRUE;TRUE;TRUE;TRUE;TRUE
58304;"PayPal Holdings Inc";"Services";"Scope 1+2 (market-based)";100;53149;NA;53148.76;25101.24;NA;25101;25;2025;"Underway";"Company-wide";25101.24;25101;TRUE;TRUE;TRUE;TRUE;TRUE
58305;"Feng Tay Enterprises Co Ltd";"Apparel";"Scope 1+2 (location-based)";99.9;269341.1;NA;269341;245692.7;NA;NA;46.2;2030;NA;"Company-wide";245447.0073;0;FALSE;TRUE;TRUE;TRUE;FALSE
58313;"Eneco Groep";"Power generation";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;21356793;1497628;NA;14039298;1741530;14039280.22;36;2025;"Underway";"Company-wide";1741530;14039280.22;TRUE;TRUE;TRUE;TRUE;TRUE
58316;"Xanterra Parks & Resorts";"Hospitality";"Scope 1+2 (location-based)";100;111345;NA;92656;64045;NA;66101;50;2025;"Underway";"Company-wide";64045;66101;TRUE;TRUE;TRUE;TRUE;TRUE
58554;"Miyakoda Construction Co Ltd";"Infrastructure";"Scope 1+2 (location-based)";100;213.34;NA;209.5;194;NA;193.96;50.4;2030;"Underway";"Company-wide";194;193.96;TRUE;TRUE;TRUE;TRUE;TRUE
58554;"Miyakoda Construction Co Ltd";"Infrastructure";"Scope 1+2 (market-based)";100;208.59;NA;203.5;190.8;NA;190.81;50.4;2030;"Underway";"Company-wide";190.8;190.81;TRUE;TRUE;TRUE;TRUE;TRUE
58593;"MYTILINEOS Holdings S.A.";"Power generation";"Scope 1+2 (market-based)";100;4639323;NA;4639323;4459423;NA;4459423;30;2030;"Underway";"Company-wide";4459423;4459423;TRUE;TRUE;TRUE;TRUE;TRUE
58593;"MYTILINEOS Holdings S.A.";"Power generation";"Scope 1+2 (market-based)";65.8;3055361;NA;4639323;4459423;NA;2840274;65;2030;"Underway";"Business activity";2934300.334;2840274;TRUE;TRUE;TRUE;FALSE;FALSE
58618;"Safaricom Limited";"Services";"Scope 1";100;37630;NA;37630;37630;NA;31178;15;2020;"Underway";"Company-wide";37630;31178;FALSE;TRUE;TRUE;TRUE;FALSE
58618;"Safaricom Limited";"Services";"Scope 2 (location-based)";100;19707;NA;19707;28822;NA;28822;11;2019;"Underway";"Country/region";28822;28822;FALSE;TRUE;TRUE;TRUE;FALSE
58619;"Cellnex Telecom SA";"Infrastructure";"Scope 1+2 (market-based)";100;188873.66;NA;188873.66;188873.66;NA;188873.66;70;2030;"New";"Company-wide";188873.66;188873.66;TRUE;TRUE;TRUE;TRUE;TRUE
58686;"Growthpoint Properties Australia";"Services";"Scope 1+2 (location-based)";100;13622;NA;13622;12620;NA;12620;10;2021;"Underway";"Company-wide";12620;12620;TRUE;TRUE;TRUE;TRUE;TRUE
58686;"Growthpoint Properties Australia";"Services";"Scope 1+2 (location-based)";100;13622;NA;13622;12620;NA;12620;100;2050;"Underway";"Company-wide";12620;12620;TRUE;TRUE;TRUE;TRUE;TRUE
58704;"Europcar Mobility Group";"Retail";"Scope 1+2 (location-based)";100;29954;NA;29954;21259.5;NA;21519;46;2030;"New";"Company-wide";21259.5;21519;TRUE;TRUE;TRUE;TRUE;TRUE
58768;"Fingerprint Cards";"Manufacturing";"Scope 2 (market-based)";75;51;NA;50.61;23;NA;23;20;2020;"Achieved";"Other, please specify: Scandinavian operations";17.25;23;FALSE;TRUE;TRUE;FALSE;FALSE
58780;"Scatec ASA";"Infrastructure";"Scope 1+2 (market-based)";100;6971;NA;6972;3664;NA;3664;50;2030;"Underway";"Company-wide";3664;3664;TRUE;TRUE;TRUE;TRUE;TRUE
58780;"Scatec ASA";"Infrastructure";"Scope 1+2 (market-based)";100;6791;NA;6972;3664;NA;3664;100;2050;"Underway";"Company-wide";3664;3664;TRUE;TRUE;TRUE;TRUE;TRUE
58816;"Siltronic AG";"Manufacturing";"Scope 1+2 (location-based)";100;295049;NA;295064;263305;NA;263305;20;2030;"Underway";"Company-wide";263305;263305;TRUE;TRUE;TRUE;TRUE;TRUE
58848;"Rai Way";"Services";"Scope 1+2 (market-based)";100;2471.12;NA;2471.12;1582.04;NA;1582.04;100;2025;"New";"Company-wide";1582.04;1582.04;TRUE;TRUE;TRUE;TRUE;TRUE
58849;"Inwit (Infrastrutture Wireless Italiane SpA)";"Infrastructure";"Scope 2 (market-based)";100;65301;NA;65301;65301;NA;65301;100;2022;"New";"Company-wide";65301;65301;TRUE;TRUE;TRUE;TRUE;TRUE
58858;"HP Inc";"Manufacturing";"Scope 1+2 (market-based)";100;388700;NA;388700;171000;NA;171000;60;2025;"Underway";"Company-wide";171000;171000;TRUE;TRUE;TRUE;TRUE;TRUE
58859;"Hewlett Packard Enterprise Company";"Manufacturing";"Scope 1+2 (market-based)";100;513121;NA;513121;193748;NA;193747;62;2025;"Achieved";"Company-wide";193748;193747;TRUE;TRUE;TRUE;TRUE;TRUE
58901;"Fuyo General Lease Co., Ltd.";"Retail";"Scope 1+2 (location-based)";100;1409;NA;NA;2129;NA;964;100;2030;"New";"Company-wide";2129;964;TRUE;TRUE;TRUE;TRUE;TRUE
58901;"Fuyo General Lease Co., Ltd.";"Retail";"Scope 1+2 (location-based)";100;1409;NA;NA;2129;NA;964;100;2050;"New";"Company-wide";2129;964;TRUE;TRUE;TRUE;TRUE;TRUE
58907;"Japan Post Holdings";"Services";"Scope 1+2 (market-based)";100;1054255.7;NA;979240.1;NA;NA;1556732.1;46;2030;"Revised";"Company-wide";0;1556732.1;TRUE;TRUE;TRUE;TRUE;TRUE
58908;"Japan Post Insurance";"Services";"Scope 1+2 (market-based)";100;16772.69;NA;17728.228;15373.841;NA;15373.84;46;2030;"New";"Company-wide";15373.841;15373.84;TRUE;TRUE;TRUE;TRUE;TRUE
59134;"NATS Holdings Limited";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;37200;25205;14667790;7256166.68;16206;22317;41;2025;"Underway";"Company-wide";16206;22317;TRUE;TRUE;TRUE;TRUE;TRUE
59134;"NATS Holdings Limited";"Services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;37200;25205;14667790;7256166.68;16206;22317;100;2035;"Underway";"Company-wide";16206;22317;TRUE;TRUE;TRUE;TRUE;TRUE
59175;"Pandox";"Infrastructure";"Scope 1+2 (location-based)";100;14990;NA;14952.869;11848;NA;11848;20;2023;"Underway";"Business division";11848;11848;TRUE;TRUE;TRUE;TRUE;TRUE
59242;"California Resources Corp";"Fossil Fuels";"Scope 1+2 (location-based)";100;3583789;NA;NA;3202673.28;NA;3547524.5;30;2030;"Underway";"Company-wide";3202673.28;3547524.5;TRUE;TRUE;TRUE;TRUE;TRUE
59258;"Keysight Technologies Inc";"Manufacturing";"Scope 1+2 (location-based)";70;93254.8;NA;92886;87207.2;NA;87207;2;2019;NA;"Company-wide";61045.04;87207;FALSE;TRUE;TRUE;FALSE;FALSE
59325;"Ferrari";"Manufacturing";"Scope 2 (market-based)";100;826;NA;826;138;NA;138;100;2021;"Underway";"Company-wide";138;138;TRUE;TRUE;TRUE;TRUE;TRUE
59338;"Poste Italiane";"Transportation services";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;338221;309477.44;499631.64;499631.64;309477.44;338221;30;2025;"New";"Company-wide";309477.44;338221;TRUE;TRUE;TRUE;TRUE;TRUE
59387;"Dustin Group AB";"Retail";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;2652.15;562.531;2657.871;2657.871;562.531;NA;40;2020;NA;"Company-wide";562.531;0;FALSE;TRUE;TRUE;TRUE;FALSE
59396;"Decathlon SA";"Retail";"Scope 1+2 (market-based)";100;206985;NA;206985;166397;NA;166397;75;2026;"Revised";"Company-wide";166397;166397;TRUE;TRUE;TRUE;TRUE;TRUE
59396;"Decathlon SA";"Retail";"Scope 1+2 (market-based)";100;206985;NA;206985;166397;NA;166397;90;2026;"New";"Company-wide";166397;166397;TRUE;TRUE;TRUE;TRUE;TRUE
59462;"Nishimatsu Construction Co Ltd";"Infrastructure";"Scope 1+2 (location-based)";92.36;195591;NA;NA;81264.59;NA;75053.4;74.54;2020;"Revised";"Company-wide";75055.975324;75053.4;FALSE;TRUE;TRUE;TRUE;FALSE
59462;"Nishimatsu Construction Co Ltd";"Infrastructure";"Scope 1+2 (location-based)";92.84;63015.32;NA;81264.59;81264.59;NA;63015.32;42.86;2030;"Underway";"Company-wide";75446.045356;63015.32;TRUE;TRUE;TRUE;TRUE;TRUE
59467;"Kumagai Gumi Co Ltd";"Infrastructure";"Scope 1+2 (market-based)";100;92127.88;NA;92127.89;83758.79;NA;83758.78;25;2030;"New";"Company-wide";83758.79;83758.78;TRUE;TRUE;TRUE;TRUE;TRUE
59467;"Kumagai Gumi Co Ltd";"Infrastructure";"Scope 1+2 (market-based)";100;92127.88;NA;92127.89;83758.79;NA;83758.78;75;2050;"New";"Company-wide";83758.79;83758.78;TRUE;TRUE;TRUE;TRUE;TRUE
59467;"Kumagai Gumi Co Ltd";"Infrastructure";"Scope 1+2 (market-based)";80.68;74333.12;NA;92127.89;83758.79;NA;66850.86;25;2030;"New";"Other, please specify: 自社単体を対象（グループ会社は国内、海外とも除く）";67576.591772;66850.86;TRUE;TRUE;TRUE;FALSE;FALSE
59467;"Kumagai Gumi Co Ltd";"Infrastructure";"Scope 1+2 (market-based)";80.68;74333.12;NA;92127.89;83758.79;NA;66850.86;100;2050;"New";"Other, please specify: 自社単体を対象（グループ会社は国内、海外とも除く）";67576.591772;66850.86;TRUE;TRUE;TRUE;FALSE;FALSE
59876;"Kyokuyo Co Ltd";"Food, beverage & agriculture";"Scope 1+2 (market-based)";100;17217;NA;17217;17217;NA;17217;3;2024;"Underway";"Company-wide";17217;17217;TRUE;TRUE;TRUE;TRUE;TRUE
59878;"JVC KENWOOD Corporation";"Manufacturing";"Scope 1+2 (location-based)";100;77173;NA;NA;38315.4;NA;38315.4;8;2020;"Underway";"Company-wide";38315.4;38315.4;FALSE;TRUE;TRUE;TRUE;FALSE
59899;"Chemours Co/The";"Materials";"Scope 1+2 (market-based)";100;9460000;NA;9460000;6708000;NA;6708000;60;2030;"New";"Company-wide";6708000;6708000;TRUE;TRUE;TRUE;TRUE;TRUE
60580;"Vicinity Centres";"Services";"Scope 1+2 (location-based)";100;236526;NA;236526;133724;NA;133724;15;2020;"Achieved";"Other, please specify: Target applies to 100% Vicinity Owned Assets";133724;133724;FALSE;TRUE;TRUE;TRUE;FALSE
60580;"Vicinity Centres";"Services";"Scope 1+2 (location-based)";28;64645;NA;209779;133724;NA;44280;100;2030;"Underway";"Other, please specify: Target applies to 100% Vicinity Owned Assets";37442.72;44280;TRUE;TRUE;TRUE;FALSE;FALSE
60580;"Vicinity Centres";"Services";"Scope 1+2 (location-based)";28;64645;NA;209779;133724;NA;44280;50;2025;"Underway";"Other, please specify: Target applies to 100% Vicinity Owned Assets";37442.72;44280;TRUE;TRUE;TRUE;FALSE;FALSE
60580;"Vicinity Centres";"Services";"Scope 1+2 (location-based)";100;164495;NA;164267;133724;NA;133724;3;2020;"Achieved";"Company-wide";133724;133724;FALSE;TRUE;TRUE;TRUE;FALSE
60620;"S Group";"Retail";"Scope 1+2 (location-based)";100;401000;NA;312506;190907;NA;119700;90;2030;"Underway";"Country/region";190907;119700;TRUE;TRUE;TRUE;TRUE;TRUE
60798;"INDUSTRIAS COR SA DE CV";"Food, beverage & agriculture";"Scope 2 (location-based)";100;3956.18;NA;3.956;NA;NA;NA;1;2020;NA;NA;0;0;FALSE;TRUE;TRUE;TRUE;FALSE
60798;"INDUSTRIAS COR SA DE CV";"Food, beverage & agriculture";"Scope 1+2 (location-based)";NA;NA;NA;5.299;NA;NA;NA;85;2021;NA;NA;0;0;FALSE;TRUE;TRUE;NA;FALSE
60798;"INDUSTRIAS COR SA DE CV";"Food, beverage & agriculture";"Scope 2 (location-based)";NA;NA;NA;3.702;NA;NA;NA;25;2020;NA;NA;0;0;FALSE;TRUE;TRUE;NA;FALSE
60819;"LCARE MEXICANA SRL DE CV";"Retail";"Scope 1+2 (location-based)";71;3098;NA;3098.18;1312;NA;NA;7;2022;NA;"Company-wide";931.52;0;FALSE;TRUE;TRUE;FALSE;FALSE
60819;"LCARE MEXICANA SRL DE CV";"Retail";"Scope 2 (market-based)";85.93;0.2;NA;0;1;NA;NA;60;2022;NA;"Business division";0.8593;0;FALSE;TRUE;TRUE;FALSE;FALSE
60918;"Convergint Technologies";"Services";"Scope 2 (location-based)";NA;255912;NA;9811;8666;NA;NA;1;2019;"Underway";"Company-wide";8666;0;FALSE;TRUE;TRUE;NA;FALSE
60918;"Convergint Technologies";"Services";"Scope 1+2 (location-based) +3 (upstream)";NA;255912;265723;NA;430593;244946;244840;4.5;2020;"Achieved";"Company-wide";244946;244840;FALSE;TRUE;TRUE;NA;FALSE
60941;"CENTRAL NAC UNIMED COOP CENTRA";"Services";"Scope 1+2 (market-based) +3 (downstream)";100;1336545;3171850;NA;NA;3171850;270060;5;2021;"Achieved";"Company-wide";3171850;270060;TRUE;TRUE;TRUE;TRUE;TRUE
61033;"SEKE SA";"Food, beverage & agriculture";"Scope 1";100;2.76;NA;2.787;2.211;NA;2.21;15;2025;"Underway";"Company-wide";2.211;2.21;TRUE;TRUE;TRUE;TRUE;TRUE
61033;"SEKE SA";"Food, beverage & agriculture";"Scope 2 (location-based)";100;2.31;NA;2.313;2.022;NA;2.02;15;2025;"Underway";"Company-wide";2.022;2.02;TRUE;TRUE;TRUE;TRUE;TRUE
61164;"Hellmann Worldwide Logistics";"Transportation services";"Scope 1+2 (location-based)";100;23031611;NA;NA;22237;NA;20379319;10;2020;"Achieved";"Country/region";22237;20379319;FALSE;TRUE;TRUE;TRUE;FALSE
61182;"MITRASTAR TECHNOLOGIES";"Manufacturing";"Scope 1+2 (location-based)";100;5849.8;NA;5849.802;5207.403;NA;5207.4;11;2020;"Achieved";"Company-wide";5207.403;5207.4;FALSE;TRUE;TRUE;TRUE;FALSE
61186;"O-NET COMMUNICATIONS";"Manufacturing";"Scope 1+2 (location-based)";100;47303;NA;47302.5;38810.64;NA;38810.64;1;2021;"Achieved";"Company-wide";38810.64;38810.64;TRUE;TRUE;TRUE;TRUE;TRUE
61190;"SHANGHAI FUYUN INFORMATION TECHNOLOGY";"Services";"Scope 1";100;47;NA;7;6.5;NA;46.04;2;2021;"Achieved";"Company-wide";6.5;46.04;TRUE;TRUE;TRUE;TRUE;TRUE
61298;"Brewer Science";"Materials";"Scope 1";80;1046.44;NA;1046.44;773;NA;773;30;2030;"Underway";"Site/facility";618.4;773;TRUE;TRUE;TRUE;FALSE;FALSE
61298;"Brewer Science";"Materials";"Scope 2 (location-based)";100;6719.27;NA;6719.27;4651;NA;4651;100;2030;"Underway";"Site/facility";4651;4651;TRUE;TRUE;TRUE;TRUE;TRUE
61308;"Entegris Inc";"Manufacturing";"Scope 2 (location-based)";28;91717.1;NA;91717.1;81731;NA;81731;0.4;2020;"Achieved";"Company-wide";22884.68;81731;FALSE;TRUE;TRUE;FALSE;FALSE
61311;"Namics";"Materials";"Scope 1+2 (location-based)";1;15108;NA;13895;14522;NA;14522;1;2020;NA;"Company-wide";145.22;14522;FALSE;TRUE;TRUE;FALSE;FALSE
61314;"MURATA MACHINERY,LTD.";"Manufacturing";"Scope 1+2 (location-based)";100;29964;NA;17554;27919;NA;27919;18;2030;"Achieved";"Site/facility";27919;27919;TRUE;TRUE;TRUE;TRUE;TRUE
61314;"MURATA MACHINERY,LTD.";"Manufacturing";"Scope 1+2 (location-based)";100;29964;NA;17554;27919;NA;27919;49;2050;"Achieved";"Site/facility";27919;27919;TRUE;TRUE;TRUE;TRUE;TRUE
61315;"Rinchem Company Inc";"Services";"Scope 1";100;19620;NA;6818;15279;NA;15279;70;2050;"Revised";"Site/facility";15279;15279;TRUE;TRUE;TRUE;TRUE;TRUE
61375;"Hortalizas Zamorano";"Food, beverage & agriculture";"Scope 1+2 (location-based)";10;0.01;NA;NA;NA;NA;0;5;2018;"Underway";"Company-wide";0;0;FALSE;TRUE;TRUE;FALSE;FALSE
61553;"MARCHESINI";"Manufacturing";"Scope 2 (location-based)";100;2502;NA;2307;0;NA;NA;100;2019;NA;"Company-wide";0;0;FALSE;TRUE;TRUE;TRUE;FALSE
61555;"Palladio Group SPA";"Manufacturing";"Scope 1+2 (market-based)";100;4296;NA;4296;4118;NA;4117;7.4;2025;"Revised";"Company-wide";4118;4117;TRUE;TRUE;TRUE;TRUE;TRUE
61555;"Palladio Group SPA";"Manufacturing";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;29362;4296;23186;23519;4118;23518;6;2025;"Revised";"Company-wide";4118;23518;TRUE;TRUE;TRUE;TRUE;TRUE
61555;"Palladio Group SPA";"Manufacturing";"Scope 2 (market-based)";100;8435;NA;3053;2846;NA;NA;82.3;2050;"Retired";"Company-wide";2846;0;FALSE;TRUE;TRUE;TRUE;FALSE
61555;"Palladio Group SPA";"Manufacturing";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;27325;6755;25645;26247;6846;NA;42.5;2050;"Retired";"Company-wide";6846;0;FALSE;TRUE;TRUE;TRUE;FALSE
61669;"Cataler Corporation";"Manufacturing";"Scope 1";100;44398;NA;NA;46487;NA;NA;13.74;2030;NA;NA;46487;0;FALSE;TRUE;TRUE;TRUE;FALSE
61675;"Toyota Motor East Japan, Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;161392;NA;NA;117660;NA;117660;100;2050;"Achieved";"Company-wide";117660;117660;TRUE;TRUE;TRUE;TRUE;TRUE
61675;"Toyota Motor East Japan, Inc.";"Manufacturing";"Scope 1+2 (location-based)";100;161392;NA;NA;117660;NA;117660;35;2030;"Achieved";"Company-wide";117660;117660;TRUE;TRUE;TRUE;TRUE;TRUE
