"company_name";"Country/Region";"Scope(s) (or Scope 3 category)";"count_TY"
"EVER YIELD WORLDWIDE LIGHT LIMITED";"Global";"Scope 3: Business travel";1
"EVER YIELD WORLDWIDE LIGHT LIMITED";"Global";"Scope 3: Employee commuting";1
"EVERIS SPAIN S L";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Eversource Energy";"Global";"Scope 1+2 (location-based)";1
"EVERSTAR MERCHANDISE CO";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Evonik Industries AG";"Global";"Scope 1+2 (market-based)";1
"Evonik Industries AG";"Global";"Scope 3: Purchased goods & services";1
"Exelon Corporation";"Global";"Other, please specify: Scope 1 & 2 Controllable Operations";1
"Extra Light Electrical";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"FACI";"Global";"Scope 1";1
"FamilyMart Co.,Ltd.";"Global";"Scope 1+2 (market-based)";1
"FamilyMart Co.,Ltd.";"Global";"Scope 3: Purchased goods & services";1
"Fancl Corporation";"Global";"Scope 1+2 (market-based)";2
"Far EasTone Telecommunications";"Global";"Scope 1+2 (location-based)";1
"Farmer Brothers";"Global";"Scope 1+2 (market-based)";1
"Farmer Brothers";"Global";"Scope 3 (upstream & downstream)";1
"Faurecia";"Global";"Scope 1+2 (location-based)";1
"Feng Tay Enterprises Co Ltd";"Global";"Scope 1+2 (location-based)";1
"Ferrari";"Global";"Scope 2 (market-based)";1
"Ferrovial";"Global";"Other, please specify: Scope 3";1
"Ferrovial";"Global";"Scope 1+2 (market-based)";1
"Fiege";"Global";"Scope 2 (location-based)";1
"Fifth Third Bancorp";"Global";"Scope 1+2 (location-based)";1
"Fincantieri";"Global";"Scope 2 (market-based)";1
"Finemost Electronics Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Fingerprint Cards";"Global";"Scope 2 (market-based)";1
"Fingerprint Cards";"Global";"Scope 3: Business travel";1
"FINGERPRINT PROC DE DADOS GRAF EDIT";"Global";"Scope 1";1
"Finnair";"Global";"Scope 1";1
"Finnair";"Global";"Scope 2 (market-based)";1
"FIRMENICH SA";"Global";"Scope 1+2 (market-based)";2
"FIRMENICH SA";"Global";"Scope 2 (market-based)";1
"FIRMENICH SA";"Global";"Scope 3: Purchased goods & services";1
"First Financial Holding Co";"Global";"Scope 1+2 (location-based)";3
"First Gen Corporation";"Global";"Scope 2 (location-based)";2
"First Pacific";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"FirstEnergy Corporation";"Global";"Scope 1";1
"Firstrand Limited";"Global";"Scope 1+2 (location-based)";1
"Firstsource Solutions";"Global";"Scope 1+2 (location-based)";1
"Firstsource Solutions";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Fisher & Paykel Healthcare Corporation";"Global";"Scope 1+2 (location-based)";1
"Fiskars Corporation";"Global";"Scope 1+2 (market-based)";1
"Fiskars Corporation";"Global";"Scope 3 (upstream & downstream)";1
"Fletcher Building";"Global";"Scope 1+2 (location-based)";1
"FLSmidth & Co. A/S";"Global";"Scope 1+2 (location-based)";1
"Flughafen München GmbH";"Global";"Other, please specify: Emissions of auxiliary power units (Scope3)";1
"Flughafen München GmbH";"Global";"Other, please specify: Scope 1+2 + 3a (ACA, mainly downstream)";1
"Flughafen München GmbH";"Global";"Scope 1+2 (location-based)";2
"Fonterra Co-operative Group";"Global";"Scope 1+2 (location-based)";1
"FOOD AGRO AND ALLIED INDUSTRIES LTD";"Global";"Scope 1+2 (location-based)";1
"Ford Motor Company";"Global";"Scope 1+2 (location-based)";2
"FORD OTOMOTİV SANAYİ A.Ş.";"Global";"Scope 1+2 (location-based)";1
"Formosa Chemicals & Fibre Corporation";"Global";"Scope 1+2 (location-based)";2
"Formosa Chemicals & Fibre Corporation";"Global";"Scope 2 (location-based)";1
"Formosa Petrochemical";"Global";"Scope 1+2 (location-based)";3
"Formosa Plastics Corp";"Global";"Scope 1+2 (location-based)";2
"Formosa Taffeta Co.";"Global";"Scope 1+2 (location-based)";1
"Fortress REIT Ltd";"Global";"Scope 1+2 (location-based)";1
"Fortress REIT Ltd";"Global";"Scope 3: Waste generated in operations";1
"FORYOU OPTOELECTRONICS TECHNOLOGY";"Global";"Scope 2 (market-based)";1
"Fossil, Inc.";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"FP Corporation";"Global";"Scope 1+2 (market-based)";1
"Fredman Group Oy";"Global";"Scope 1+2 (location-based)";1
"Fresh Del Monte Produce Inc";"Global";"Scope 1";1
"Freshfields Bruckhaus Deringer";"Global";"Other, please specify: Paper use";1
"Freshfields Bruckhaus Deringer";"Global";"Other, please specify: Phase out single-use plastics";1
"Freshfields Bruckhaus Deringer";"Global";"Scope 2 (market-based)";1
"Freshfields Bruckhaus Deringer";"Global";"Scope 3: Business travel";1
"FRITZ";"Global";"Scope 1";1
"Frontera Energy Corp";"Global";"Scope 1";1
"Fruit of the Loom";"Global";"Scope 1+2 (market-based)";1
"FSP Technology Inc.";"Global";"Scope 1+2 (location-based)";1
"Fubon Financial Holdings";"Global";"Scope 1+2 (location-based)";1
"Fubon Financial Holdings";"Global";"Scope 2 (location-based)";1
"Fuji Electric Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Fuji Electric Co., Ltd.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Fuji Industrial";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"FUJI OIL HOLDINGS INC.";"Global";"Scope 1+2 (location-based)";1
"FUJI OIL HOLDINGS INC.";"Global";"Scope 3: Purchased goods & services";1
"FUJIAN FUNO MOBILE";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"FUJIAN GREEN PINE CO. LTD";"Global";"Scope 3 (upstream)";1
"FUJIFILM Holdings Corporation";"Global";"Scope 1+2 (market-based)";1
"FUJIFILM Holdings Corporation";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"FUJIKIKO CO. LTD.";"Global";"Other, please specify: 弊社の全事業所より排出されるCO2排出量";1
"Fujikoshi";"Global";"Scope 1+2 (location-based)";1
"Fujikura Ltd.";"Global";"Scope 1+2 (market-based)";3
"FUJISAWA";"Global";"Scope 1+2 (market-based)";1
"Fujitsu Limited";"Global";"Scope 1+2 (location-based)";2
"Fujitsu Limited";"Global";"Scope 3 (upstream & downstream)";1
"Furukawa Electric Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Furukawa Electric Co., Ltd.";"Global";"Scope 3 (upstream & downstream)";1
"Fuyo General Lease Co Ltd";"Global";"Scope 1+2 (location-based)";1
"G - M & M D.O.O.";"Global";"Scope 1";1
"Galenica";"Global";"Scope 1+2 (location-based)";1
"Galp Energia SA";"Global";"Scope 2 (market-based)";1
"GANT AB";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Gap Inc.";"Global";"Scope 1+2 (market-based)";2
"Gap Inc.";"Global";"Scope 3: Purchased goods & services";1
"Garan Manufacturing Corp";"Global";"Scope 1+2 (location-based)";1
"Garan Manufacturing Corp";"Global";"Scope 2 (location-based)";1
"Gas Networks Ireland";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";2
"GEA Group AG";"Global";"Scope 1+2 (market-based)";3
"GEA Group AG";"Global";"Scope 3: Business travel";1
"Geberit AG";"Global";"Scope 1+2 (location-based)";1
"Gefco";"Global";"Scope 3 (downstream)";2
"GENEL ENERGY PLC";"Global";"Scope 1";1
"General Electric Company";"Global";"Scope 1+2 (market-based)";1
"General Mills Inc.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";2
"General Motors Company";"Global";"Scope 1+2 (market-based)";1
"General Motors Company";"Global";"Scope 3: Use of sold products";1
"Genfoot America Inc";"Global";"Scope 1+2 (location-based)";1
"George Weston Limited";"Global";"Scope 1+2 (location-based)";1
"Gestamp";"Global";"Scope 1+2 (location-based)";1
"Gestamp";"Global";"Scope 3 (upstream & downstream)";1
"GIGA-BYTE TECHNOLOGY CO.,LTD";"Global";"Scope 1+2 (location-based)";2
"Gigaset AG";"Global";"Scope 1+2 (market-based)";1
"GILBERT DE CLERCQ";"Global";"Scope 2 (location-based)";1
"Gilead Sciences, Inc.";"Global";"Scope 1+2 (market-based)";1
"Girteka";"Global";"Scope 1";1
"Givaudan SA";"Global";"Scope 1+2 (market-based)";1
"Givaudan SA";"Global";"Scope 3 (upstream & downstream)";1
"Gjensidige Forsikring ASA";"Global";"Scope 1+2 (market-based)";1
"GlaxoSmithKline";"Global";"Scope 1+2 (market-based)";2
"GlaxoSmithKline";"Global";"Scope 3 (upstream & downstream)";1
"Global Brands Group";"Global";"Scope 2 (location-based)";1
"GLOBAL ENGINEERING Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"GLOBAL ENGINEERING Co., Ltd.";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"GLOBAL HARVEST";"Global";"Scope 1+2 (market-based)";1
"Global Power Synergy Public Company Limited";"Global";"Scope 1+2 (location-based)";1
"GLOBAL SUBSTATION SOLUTIONS";"Global";"Scope 1";2
"GLOBAL SUBSTATION SOLUTIONS";"Global";"Scope 2 (location-based)";2
"GlobalWafers Co. Ltd";"Global";"Scope 2 (location-based)";1
"Glory Ltd.";"Global";"Scope 3: Use of sold products";1
"Godrej Consumer Products Limited";"Global";"Scope 1+2 (location-based)";1
"Godrej Industries";"Global";"Scope 1+2 (location-based)";1
"Goldman Sachs Group Inc.";"Global";"Other, please specify: Scope 1+2 (market-based)+Scope 3 (business travel)";1
"Goldman Sachs Group Inc.";"Global";"Scope 1+2 (market-based)";2
"Goodman Property Trust";"Global";"Scope 1";1
"Goodman Property Trust";"Global";"Scope 2 (location-based)";1
"Goodman Property Trust";"Global";"Scope 3: Business travel";1
"Goodman Property Trust";"Global";"Scope 3: Upstream transportation & distribution";1
"Goodman Property Trust";"Global";"Scope 3: Waste generated in operations";1
"GOODWELL";"Global";"Scope 1+2 (location-based)";1
"Goshi Giken";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Grafobal a.s";"Global";"Scope 1+2 (location-based)";1
"Grafobal a.s";"Global";"Scope 2 (location-based)";1
"Grant Thornton UK";"Global";"Other, please specify: Scope 3 - all categories";1
"Grant Thornton UK";"Global";"Scope 1+2 (market-based)";1
"Graphic Packaging International LLC";"Global";"Scope 1+2 (market-based)";1
"Grauel";"Global";"Scope 1+2 (location-based)";1
"Great-West Lifeco Inc.";"Global";"Scope 1+2 (location-based)";2
"GREAT KNIVES MANUFACTURE CO., LTD.";"Global";"Scope 2 (location-based)";1
"Grieg Seafood";"Global";"Scope 1+2 (location-based)";2
"Grieg Seafood";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";2
"GRIFOLS";"Global";"Scope 1";1
"GRIFOLS";"Global";"Scope 1+2 (location-based)";1
"GRIFOLS";"Global";"Scope 2 (location-based)";2
"Grimaldi Group";"Global";"Scope 1";3
"Grimaldi Group";"Global";"Scope 2 (location-based)";1
"GRONINGER";"Global";"Scope 2 (location-based)";1
"Groupe BPCE";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Groupe Fnac-Darty";"Global";"Scope 1";1
"Groupe Fnac-Darty";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Groupe Fnac-Darty";"Global";"Scope 2 (market-based)";1
"Groupe Fnac-Darty";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Groupe Fnac-Darty";"Global";"Scope 3: Upstream transportation & distribution";1
"Groupe PSA";"Global";"Scope 1+2 (market-based)";2
"Groupe PSA";"Global";"Scope 2 (market-based)";1
"Growthpoint Properties Australia";"Global";"Scope 1+2 (location-based)";2
"Grupo Aeroportuario del Sureste SAB de CV";"Global";"Scope 1+2 (market-based)";1
"GRUPO AGUAVIENTO SA DE CV";"Global";"Scope 3: Processing of sold products";1
"Grupo CCR";"Global";"Scope 1+2 (location-based)";2
"Grupo Cooperativo Cajamar";"Global";"Scope 1";1
"Grupo Cooperativo Cajamar";"Global";"Scope 1+2 (market-based)";1
"Grupo Cooperativo Cajamar";"Global";"Scope 2 (market-based)";1
"Grupo de Inversiones Suramericana SA";"Global";"Scope 2 (location-based)";1
"Grupo Financiero Banorte SAB de CV";"Global";"Scope 1+2 (location-based)";2
"Grupo Logista";"Global";"Scope 1+2 (market-based)";2
"Gruppo Ferrovie dello Stato";"Global";"Scope 1+2 (market-based)";1
"GS Engineering & Construction";"Global";"Scope 1+2 (location-based)";1
"GS Yuasa Corporation";"Global";"Scope 1+2 (location-based)";2
"Guala Closures Group";"Global";"Scope 1";1
"GUANGDONG HONGTU TECHNOLOGY HOLDING";"Global";"Scope 1+2 (location-based)";1
"Guangdong OPPO Mobile Telecommunications Corp., Ltd";"Global";"Scope 1+2 (location-based)";1
"Guidehouse";"Global";"Scope 2 (market-based)";1
"GULF SEMICONDUCTOR";"Global";"Scope 1";1
"H-One";"Global";"Scope 1+2 (location-based)";1
"H-One";"Global";"Scope 3 (upstream)";1
"H-One";"Global";"Scope 3: Downstream transportation and distribution";1
"H&M Hennes & Mauritz AB";"Global";"Scope 1+2 (market-based)";1
"H&M Hennes & Mauritz AB";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"H&R Group";"Global";"Scope 1+2 (location-based)";1
"Haiyang Yingtong Wollen Sweater Co. Ltd.";"Global";"Scope 2 (location-based)";1
"Hakuhodo DY Holdings Incorporated";"Global";"Scope 2 (location-based)";1
"Hamamatsu Photonics K.K.";"Global";"Scope 1+2 (market-based)";1
"HAMARI CHEMICALS, LTD.";"Global";"Scope 1";1
"Hamilton Safe Company";"Global";"Scope 1";1
"Hammerson";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";2
"Hammerson";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Hana Financial Group";"Global";"Scope 1+2 (location-based)";2
"HANDS CORPORATION LTD";"Global";"Scope 1+2 (location-based)";1
"Hanesbrands Inc.";"Global";"Scope 1+2 (market-based)";2
"Hang Seng Bank";"Global";"Scope 2 (location-based)";1
"Hang Seng Bank";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"HANGZHOU QUADRANT TECHNOLOGY CO., LTD.";"Global";"Scope 1";1
"HANGZHOU QUADRANT TECHNOLOGY CO., LTD.";"Global";NA;1
"Hankook Tire & Technology Co., Ltd.";"Global";"Scope 1+2 (location-based)";2
"HANLONG INDUSTRIAL CO. LIMITED";"Global";"Scope 2 (location-based)";1
"Hannover Rück SE";"Global";"Scope 1+2 (market-based)";1
"Harris Tea Company";"Global";"Scope 1+2 (location-based)";1
"Harris Tea Company";"Global";"Scope 3: Waste generated in operations";1
"Hasbro, Inc.";"Global";"Scope 1+2 (location-based)";1
"HAUCK HEAT AND SURFACE TREATMENT";"Global";"Scope 1+2 (location-based)";1
"HCP Packaging";"Global";"Scope 1+2 (location-based)";1
"HDFC Bank Ltd";"Global";"Scope 1+2 (location-based)";1
"Healthpeak Properties, Inc.";"Global";"Scope 1+2 (market-based)";1
"HELI  PRECISE  INDUSTRY  CO LTD";"Global";"Scope 1";1
"HELI  PRECISE  INDUSTRY  CO LTD";"Global";"Scope 2 (location-based)";1
"Helical Plc";"Global";"Scope 1+2 (location-based)";1
"Hellenic Telecommunication Organisation SA";"Global";"Scope 1+2 (location-based)";1
"Hellenic Telecommunication Organisation SA";"Global";"Scope 1+2 (market-based)";1
"Helvetia Group";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Hemlines Textile";"Global";"Scope 1";1
"HENAN KELONG";"Global";"Scope 1";1
"Hera";"Global";"Scope 1+2 (market-based)";1
"Hera";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Hera";"Global";"Scope 2 (market-based)";1
"Hermes International";"Global";"Scope 1+2 (location-based)";1
"Hewlett Packard Enterprise Company";"Global";"Scope 1+2 (market-based)";1
"Hewlett Packard Enterprise Company";"Global";"Scope 3: Purchased goods & services";1
"Hewlett Packard Enterprise Company";"Global";"Scope 3: Upstream transportation & distribution";1
"HH Global";"Global";"Scope 3: Purchased goods & services";1
"Hikma Pharmaceuticals";"Global";"Scope 1";2
"Hikma Pharmaceuticals";"Global";"Scope 2 (location-based)";2
"Hikma Pharmaceuticals";"Global";"Scope 2 (market-based)";1
"Hilton Food Group plc";"Global";"Scope 1+2 (location-based)";1
"Hilton Food Group plc";"Global";"Scope 1+2 (market-based)";2
"Hindustan Zinc";"Global";"Other, please specify: including all relevant sources";1
"Hindustan Zinc";"Global";"Scope 1+2 (location-based)";1
"Hirschvogel Automotive Group";"Global";"Scope 1+2 (location-based)";1
"Hitachi Capital Corporation";"Global";"Scope 1+2 (location-based)";1
"Hitachi Chemical Company, Ltd.";"Global";"Scope 1+2 (location-based)";2
"Hitachi Chemical Energy Technology Co. Ltd.";"Global";"Scope 1";1
"Hitachi Construction Machinery Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Hitachi Construction Machinery Co., Ltd.";"Global";"Scope 3: Use of sold products";1
"Hitachi High-Tech Corporation";"Global";"Scope 1+2 (market-based)";2
"Hitachi Transport System, Ltd.";"Global";"Scope 1+2 (market-based)";2
"Hitachi, Ltd.";"Global";"Scope 1+2 (market-based)";2
"HK Electric Investments";"Global";"Scope 1";2
"HNI Corporation";"Global";"Scope 1+2 (location-based)";1
"Hochland AG";"Global";"Scope 1+2 (location-based)";1
"Hoffmann Neopac AG";"Global";"Scope 2 (location-based)";1
"HOI LUNG";"Global";"Scope 1";1
"Holmen";"Global";"Scope 1+2 (market-based)";1
"Honda Lock";"Global";"Scope 1+2 (location-based)";1
"Honda Motor Co., Ltd.";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Honda Printing";"Global";"Scope 1+2 (location-based)";1
"Hongkong & Shanghai Hotels Ltd";"Global";"Scope 1+2 (market-based)";1
"HONGYE LIGHTING ELECTRICAL APPLIANCE CO.,LTD";"Global";"Scope 1";1
"HONGYE LIGHTING ELECTRICAL APPLIANCE CO.,LTD";"Global";"Scope 2 (location-based)";1
"Hop Lun";"Global";"Scope 1+2 (location-based)";1
"Hormel Foods";"Global";"Scope 1+2 (location-based)";1
"HOROS INDUSTRIA DE TINTAS LTDA";"Global";"Scope 1+2 (location-based)";1
"Hortalizas Zamorano";"Global";"Scope 1+2 (market-based)";1
"Hoya Corporation";"Global";"Scope 1+2 (location-based)";1
"Hp Hood Llc";"Global";"Scope 1+2 (location-based)";1
"HP Inc";"Global";"Scope 1+2 (market-based)";1
"HSBC Holdings plc";"Global";"Scope 1+2 (location-based)";1
"HSBC Holdings plc";"Global";"Scope 2 (market-based)";1
"HUAI'AN CITY STAR TOOL MANUFACTURING CO., LTD.";"Global";"Scope 1";1
"HUBEI GREENHOME MATERIALS TECHONLOG";"Global";"Scope 1+2 (location-based)";1
"Huber + Suhner AG";"Global";"Scope 1";1
"HudBay Minerals Inc.";"Global";"Scope 1+2 (location-based)";1
"HUGO BOSS AG";"Global";"Scope 1+2 (market-based)";1
"HUGO BOSS AG";"Global";"Scope 3 (upstream & downstream)";1
"Humana Inc.";"Global";"Scope 1+2 (location-based)";1
"Humanscale Corporation";"Global";"Scope 1";1
"Hunting";"Global";"Scope 1+2 (location-based)";1
"Huntington Bancshares Incorporated";"Global";"Scope 1";2
"Huntington Bancshares Incorporated";"Global";"Scope 2 (location-based)";2
"Husky Energy Inc.";"Global";"Scope 1";1
"Husqvarna AB";"Global";"Scope 3: Use of sold products";1
"HWACOM SYSTEMS";"Global";"Scope 1";1
"HWACOM SYSTEMS";"Global";"Scope 2 (location-based)";1
"HWACOM SYSTEMS";"Global";"Scope 3 (downstream)";1
"HWACOM SYSTEMS";"Global";"Scope 3: Business travel";1
"HWACOM SYSTEMS";"Global";"Scope 3: Employee commuting";1
"Hyosung Advanced Materials Corp";"Global";"Scope 1+2 (location-based)";1
"Hyosung Corporation";"Global";"Scope 1+2 (location-based)";1
"Hyprop Investments Ltd";"Global";"Scope 2 (location-based)";1
"Hyundai E&C";"Global";"Scope 1+2 (location-based) +3 (upstream)";2
"Hyundai Glovis Co Ltd";"Global";"Scope 1+2 (location-based)";2
"Hyundai Mobis Co Ltd";"Global";"Scope 1+2 (location-based)";1
"Hyundai Motor Co";"Global";"Scope 1+2 (location-based)";2
"Hyundai Steel Co";"Global";"Scope 1+2 (location-based)";3
"HYUNDAI WIA CORPORATION";"Global";"Scope 1+2 (location-based)";2
"Iberdrola SA";"Global";"Scope 1";2
"Iberdrola SA";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"ICF International";"Global";"Scope 1+2 (market-based)";1
"ICHIKOH INDUSTRIES.LTD.";"Global";"Scope 1";1
"ICHIKOH INDUSTRIES.LTD.";"Global";"Scope 2 (market-based)";1
"ICL";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"ICL";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Icon PLC";"Global";"Scope 2 (location-based)";1
"IEE";"Global";"Scope 2 (location-based)";1
"IGM Financial Inc.";"Global";"Scope 1+2 (market-based)";2
"IGT PLC";"Global";"Scope 1+2 (location-based)";1
"IHI Corporation";"Global";"Scope 1+2 (market-based)";1
"IHS Markit Ltd.";"Global";"Scope 2 (market-based)";1
"IINO KAIUN KAISHA, LTD";"Global";"Scope 1";1
"IMA SpA";"Global";"Scope 2 (market-based)";2
"IMI plc";"Global";"Scope 1+2 (location-based)";1
"Impala Platinum Holdings";"Global";"Scope 1";1
"Impala Platinum Holdings";"Global";"Scope 2 (location-based)";3
"Impax Asset Management Group plc";"Global";"Scope 2 (market-based)";1
"Imperial Brands";"Global";"Scope 1+2 (location-based)";1
"Imperial Brands";"Global";"Scope 3 (upstream & downstream)";1
"Imperial Brands";"Global";"Scope 3: Purchased goods & services";1
"Imperial Holdings";"Global";"Scope 1+2 (location-based)";1
"INDEPLO S DE RL DE CV";"Global";"Scope 2 (location-based)";1
"INDFRAG LTD (GROUP)";"Global";"Scope 2 (location-based)";1
"Inditex";"Global";"Scope 1+2 (market-based)";1
"Inditex";"Global";"Scope 3: Purchased goods & services";1
"INDO COUNT INDUSTRIES L";"Global";"Scope 1+2 (location-based)";1
"INDRA";"Global";"Scope 1+2 (market-based)";2
"INDUSTRIAS COR SA DE CV";"Global";"Scope 1+2 (location-based)";1
"INDUSTRIAS COR SA DE CV";"Global";"Scope 2 (location-based)";1
"INDUSTRIAS TAMER SA DE CV";"Global";"Scope 2 (location-based)";1
"Informa plc";"Global";"Scope 1+2 (market-based)";1
"Informa plc";"Global";"Scope 3 (upstream & downstream)";1
"Infosys Limited";"Global";"Scope 1+2 (location-based)";2
"Infraestructura Energetica Nova S.A.B. de C.V.";"Global";"Scope 1";1
"ING Group";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";2
"ING Group";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Ingenico";"Global";"Scope 2 (location-based)";1
"Ingka Holding B.V.";"Global";"Other, please specify: Inter IKEA Group:  Emissions relating to home furnishing products and food (Scope 3 upstream categories 1 and 4, as well as downstream categories 11 and12)";1
"Ingka Holding B.V.";"Global";"Scope 1+2 (market-based)";1
"Ingram Micro Inc.";"Global";"Scope 1+2 (location-based)";1
"Inmarsat";"Global";"Scope 1+2 (market-based)";1
"Innolux Corporation";"Global";"Scope 2 (location-based)";1
"Innolux Corporation";"Global";"Scope 3: Purchased goods & services";1
"Inpex Corporation";"Global";"Scope 1+2 (market-based)";1
"Inscape Corporation";"Global";"Scope 1+2 (location-based)";1
"Insight Enterprises Inc";"Global";"Scope 1";1
"Insight Enterprises Inc";"Global";"Scope 2 (location-based)";1
"Insight Enterprises Inc";"Global";"Scope 3: Business travel";1
"Insurance Australia Group";"Global";"Scope 1+2 (location-based)";3
"Insurance Australia Group";"Global";"Scope 2 (location-based)";1
"Integrated Device Technology, Inc.";"Global";"Scope 1+2 (location-based)";1
"Intercontinental Hotels Group";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Intermediate Capital Group";"Global";"Scope 1+2 (market-based)";1
"International Business Machines (IBM)";"Global";"Other, please specify: Target includes Scope 1 (stationary fuel combustion) emissions, Scope 2 emissions (market-based) and Scope 3 (co-location data centers) emissions.";1
"International Consolidated Airlines Group, S.A.";"Global";"Scope 1+2 (market-based)";2
"International Flavors & Fragrances Inc.";"Global";"Scope 1+2 (market-based)";1
"International Paper Company";"Global";"Scope 1+2 (location-based)";1
"Intesa Sanpaolo S.p.A";"Global";"Scope 1";1
"Intesa Sanpaolo S.p.A";"Global";"Scope 1+2 (location-based)";2
"Intesa Sanpaolo S.p.A";"Global";"Scope 1+2 (market-based)";2
"Intesa Sanpaolo S.p.A";"Global";"Scope 3: Business travel";1
"Intesa Sanpaolo S.p.A";"Global";"Scope 3: Purchased goods & services";1
"Intuit Inc.";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Intuit Inc.";"Global";"Scope 1+2 (market-based)";1
"Intuit Inc.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";2
"Inventec Co Ltd";"Global";"Scope 1+2 (location-based)";1
"Investec Limited";"Global";"Scope 1+2 (location-based)";1
"Investec Limited";"Global";"Scope 2 (location-based)";1
"Investor AB";"Global";"Scope 1+2 (market-based)";1
"Investor AB";"Global";"Scope 3: Investments";1
"IPP LOGIPAL";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Ipsen";"Global";"Scope 1+2 (location-based)";2
"Iren SpA";"Global";"Scope 1+2 (market-based)";2
"Iron Mountain Inc.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Isetan Mitsukoshi Holdings Ltd.";"Global";"Scope 1+2 (market-based)";2
"ISG plc";"Global";"Scope 1+2 (market-based)";2
"Islam Garments Ltd";"Global";"Scope 1";1
"ISS";"Global";"Scope 2 (location-based)";1
"ISU PETASYS CO LTD";"Global";"Scope 1+2 (location-based)";1
"Isuzu Motors Limited";"Global";"Scope 1+2 (location-based)";1
"Isuzu Motors Limited";"Global";"Scope 1+2 (market-based)";1
"Isuzu Motors Limited";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Italgas";"Global";"Scope 1";1
"Itaú Unibanco Holding S.A.";"Global";"Scope 1";1
"Itaú Unibanco Holding S.A.";"Global";"Scope 2 (location-based)";1
"Itaúsa S.A.";"Global";"Scope 1";2
"Itaúsa S.A.";"Global";"Scope 2 (location-based)";1
"Ito En, Ltd.";"Global";"Scope 1+2 (market-based)";1
"ITV";"Global";"Scope 1+2 (market-based)";1
"ITV";"Global";"Scope 3 (upstream)";1
"IWIS MOTORSYSTEME";"Global";"Scope 1";1
"IWIS MOTORSYSTEME";"Global";"Scope 2 (location-based)";1
"IWIS MOTORSYSTEME";"Global";"Scope 2 (market-based)";1
"IWIS MOTORSYSTEME";"Global";"Scope 3: Business travel";1
"IWIS MOTORSYSTEME";"Global";"Scope 3: Downstream transportation and distribution";1
"IWIS MOTORSYSTEME";"Global";"Scope 3: Employee commuting";1
"J MURPHY & SONS LTD";"Global";"Scope 1+2 (location-based)";1
"J Sainsbury Plc";"Global";"Scope 1+2 (market-based)";3
"J Sainsbury Plc";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"J. Front Retailing Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"J. Front Retailing Co., Ltd.";"Global";"Scope 3 (upstream & downstream)";1
"JACOBS CHUCK MANUFACTURING (SUZHOU) CO., LTD.";"Global";"Scope 2 (location-based)";1
"Jacobs Engineering Group Inc.";"Global";"Scope 3: Business travel";1
"JAINGSU HOLLY CORPORATION";"Global";"Scope 1+2 (location-based)";1
